"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"SE.ADT.LITR.ZS","Tasa de alfabetización, total de adultos (% de personas de 15 años y más)","La tasa de alfabetización de adultos es el porcentaje de personas de 15 años o más que pueden leer y escribir y comprender una declaración breve y sencilla sobre su vida cotidiana.","Instituto de Estadística de la UNESCO (UIS). Servicio de descarga masiva de datos UIS.Stat. Consultado el 19 de septiembre de 2023. https://apiportal.uis.unesco.org/bdds.",
